Name,Year,min_players,max_players,min_playtime,max_playtime,min_age,category,mechanic,userrated,avg_rate,rank,owned,trading,wanting,wishing,num_comments,num_weights,avg_weight
TransAmerica,2001,2,6,30,30,13,['Trains'],"['Connections', 'Race', 'Score-and-Reset Game']",8141,6.68002,1329,8132,139,217,758,2469,835,1.3473
Last Will,2011,2,5,45,75,14,"['Card Game', 'Economic', 'Humor']","['Action Points', 'Hand Management', 'Victory Points as a Resource', 'Worker Placement']",10197,7.17137,565,11809,348,590,2699,1991,472,2.7203
Axis & Allies: Europe 1940,2010,2,6,360,360,12,"['Economic', 'Fighting', 'Wargame', 'World War II']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Team-Based Game']",2182,7.56694,1315,4553,87,74,515,473,141,3.5035
Claustrophobia 1643,2019,2,2,45,90,14,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Horror', 'Medieval', 'Miniatures']","['Dice Rolling', 'Grid Movement', 'Modular Board', 'Multi-Use Cards', 'Variable Player Powers']",1454,8.02446,1195,3749,76,227,1369,373,45,2.6667
Holland '44: Operation Market-Garden,2017,2,2,240,900,0,"['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid', 'Simulation']",796,8.28663,1838,2670,38,73,456,314,60,3.8333
Abalone,1987,2,2,30,30,7,['Abstract Strategy'],"['Grid Movement', 'Hexagon Grid', 'Slide/Push', 'Static Capture']",7415,6.47092,1882,12048,425,34,415,1738,476,2.1597
The Bottle Imp,1995,2,4,30,30,10,"['Card Game', 'Novel-based']","['Hot Potato', 'Score-and-Reset Game', 'Trick-taking']",3756,6.73998,1596,5570,201,156,618,1295,269,1.8699
Watson & Holmes,2015,2,7,45,75,12,"['Bluffing', 'Deduction', 'Murder/Mystery', 'Novel-based']","['Auction/Bidding', 'Modular Board', 'Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']",2582,7.28507,1199,5394,175,198,1376,536,52,2.1346
The Republic of Rome,1990,1,6,300,300,14,"['Ancient', 'Negotiation', 'Political', 'Wargame']","['Auction: Once Around', 'Bribery', 'Critical Hits and Failures', 'Dice Rolling', 'Events', 'Hand Management', 'Income', 'Negotiation', 'Ownership', 'Semi-Cooperative Game', 'Simulation', 'Solo / Solitaire Game', 'Voting']",4160,7.5319,658,6233,173,355,1574,1401,577,4.3605
Eight-Minute Empire,2012,2,5,8,20,12,['Territory Building'],"['Area Majority / Influence', 'Area Movement', 'Auction: Dutch', 'Open Drafting', 'Set Collection']",8468,6.5598,1518,10261,373,183,1035,1564,424,1.625
The Lord of the Rings: Journeys in Middle-Earth,2019,1,5,60,120,14,"['Adventure', 'Fantasy', 'Fighting', 'Miniatures', 'Novel-based']","['Campaign / Battle Card Driven', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Variable Player Powers']",15269,7.93046,108,26791,260,696,7211,2078,450,2.6489
Bruxelles 1897,2019,2,4,40,60,10,['Card Game'],"['Area Majority / Influence', 'Auction/Bidding', 'Modular Board', 'Worker Placement']",1795,7.22911,1641,3916,156,125,866,430,72,2.9167
Project: ELITE,2016,1,4,30,30,12,"['Fighting', 'Miniatures', 'Real-time', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Solo / Solitaire Game', 'Variable Player Powers']",1124,7.5829,1816,1540,48,179,989,361,28,2.4286
1775: Rebellion,2013,2,4,60,120,10,"['Age of Reason', 'American Indian Wars', 'American Revolutionary War', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Die Icon Resolution', 'Team-Based Game', 'Turn Order: Random', 'Variable Player Powers']",4192,7.6418,507,5678,146,427,1942,1179,280,2.3107
New York 1901,2015,2,4,30,60,8,['City Building'],"['Area Majority / Influence', 'Once-Per-Game Abilities', 'Open Drafting', 'Tile Placement']",6209,6.79955,1237,10333,512,171,1070,1310,211,2.0474
Akrotiri,2014,2,2,45,45,13,"['Ancient', 'Civilization', 'Economic', 'Exploration', 'Transportation']","['Action Points', 'Hand Management', 'Map Addition', 'Modular Board', 'Network and Route Building', 'Pick-up and Deliver', 'Tile Placement']",4458,7.19092,909,7385,217,395,2204,1216,176,2.6477
Exit: The Game – Advent Calendar: The Mystery of the Ice Cave,2020,1,99,45,90,10,"['Deduction', 'Puzzle', 'Real-time']",['Cooperative Game'],783,7.98148,1909,1238,5,39,297,129,14,2.0714
Vast: The Crystal Caverns,2016,1,5,75,75,10,"['Adventure', 'Exploration', 'Fantasy', 'Print & Play']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board', 'Pieces as Map', 'Role Playing', 'Secret Unit Deployment', 'Tile Placement', 'Variable Player Powers']",6798,7.12562,804,13032,482,382,3072,1602,213,3.6385
Railroad Revolution,2016,2,4,45,90,12,['Trains'],"['Network and Route Building', 'Worker Placement', 'Worker Placement, Different Worker Types']",2770,7.33853,1043,4187,145,154,701,594,111,3.2613
The Isofarian Guard,2023,1,2,45,90,14,"['Adventure', 'Card Game', 'Exploration', 'Fantasy', 'Fighting']","['Action Points', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Hand Management', 'Storytelling', 'Variable Player Powers']",685,8.94945,1919,1868,14,195,1142,308,58,3.1379
Fury of Dracula (Second Edition),2005,2,5,180,180,10,"['Adventure', 'Deduction', 'Fighting', 'Horror', 'Novel-based']","['Dice Rolling', 'Hidden Movement', 'Point to Point Movement', 'Secret Unit Deployment', 'Team-Based Game', 'Variable Player Powers']",9248,7.0978,715,9804,343,339,1721,2428,958,2.953
Wiz-War (Eighth Edition),2012,2,4,30,60,14,"['Fantasy', 'Fighting', 'Miniatures']","['Deck Construction', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Interrupts', 'Line of Sight', 'Map Deformation', 'Modular Board', 'Pick-up and Deliver', 'Player Elimination', 'Take That', 'Variable Set-up']",4973,7.05284,1042,7305,244,269,1513,1111,245,2.3224
RAF: The Battle of Britain 1940,2009,1,2,120,900,0,"['Aviation / Flight', 'Wargame', 'World War II']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Movement Points', 'Simulation', 'Solo / Solitaire Game']",1047,8.03615,1571,2859,39,245,1067,400,119,3.2689
Pan Am,2020,2,4,60,60,12,"['Aviation / Flight', 'Economic', 'Transportation']","['Auction/Bidding', 'Auction: Fixed Placement', 'Connections', 'Constrained Bidding', 'Events', 'Income', 'Stock Holding', 'Turn Order: Claim Action', 'Turn Order: Progressive', 'Worker Placement']",5199,7.54615,504,11403,230,162,1502,916,171,2.4152
T.I.M.E Stories,2015,2,4,90,90,12,"['Adventure', 'Puzzle', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Move Through Deck', 'Narrative Choice / Paragraph', 'Storytelling', 'Variable Player Powers']",27038,7.40924,261,40158,1162,658,6847,4131,576,2.5955
Rallyman,2009,1,4,45,45,9,"['Racing', 'Sports']","['Dice Rolling', 'Modular Board', 'Push Your Luck', 'Race', 'Simulation', 'Solo / Solitaire Game']",2497,7.19294,1347,3141,116,185,679,672,210,2.1619
Hacienda,2005,2,5,60,90,10,"['Animals', 'Economic', 'Farming', 'Territory Building']","['Enclosure', 'Hexagon Grid', 'Network and Route Building', 'Open Drafting', 'Tile Placement']",4178,6.92419,1256,4177,175,140,531,1252,484,2.6302
IKI,2015,2,4,60,90,14,['Medieval'],"['Open Drafting', 'Ownership', 'Rondel', 'Set Collection', 'Track Movement', 'Turn Order: Stat-Based']",4118,7.67562,501,7553,77,420,2372,808,216,3.0324
Timeline: General Interest,2012,2,8,15,15,8,"['Card Game', 'Educational', 'Party Game', 'Trivia']",[],4219,6.76859,1519,8478,79,92,392,672,150,1.0667
Wallenstein (Second Edition),2012,3,5,90,120,12,"['Economic', 'Pike and Shot', 'Renaissance', 'Territory Building']","['Action Points', 'Action Queue', 'Area Majority / Influence', 'Area Movement', 'Cube Tower', 'Simultaneous Action Selection', 'Variable Phase Order']",1333,7.58825,1522,1879,86,195,791,359,96,3.2396
Witness,2014,4,4,15,15,13,"['Comic Book / Strip', 'Deduction', 'Memory', 'Murder/Mystery']","['Communication Limits', 'Cooperative Game', 'Memory', 'Storytelling']",2659,7.24935,1161,3957,119,506,2052,639,64,1.5
Detective: A Modern Crime Board Game,2018,1,5,120,180,16,"['Deduction', 'Murder/Mystery']","['Cooperative Game', 'Narrative Choice / Paragraph', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']",10070,7.69703,238,21564,597,339,3879,1810,210,2.7524
Pandemic: Hot Zone – North America,2020,2,4,30,30,8,"['Medical', 'Print & Play']","['Action Points', 'Cooperative Game', 'Hand Management', 'Point to Point Movement', 'Set Collection', 'Trading', 'Variable Player Powers']",1892,7.03981,1853,6398,179,28,319,489,45,1.8444
Vikings Gone Wild,2017,2,4,45,90,10,"['Card Game', 'City Building', 'Fantasy', 'Humor', 'Medieval', 'Mythology', 'Video Game Theme']","['Deck, Bag, and Pool Building', 'Hand Management']",3610,7.12553,1219,6320,220,83,706,716,62,2.2419
Level 7 [Omega Protocol],2013,2,6,60,90,14,"['Fighting', 'Horror', 'Miniatures', 'Science Fiction']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Player Elimination', 'Scenario / Mission / Campaign Game', 'Team-Based Game', 'Variable Player Powers']",2125,7.43945,1217,4088,156,329,1910,643,110,3.1818
Evo (Second Edition),2011,2,5,60,60,14,"['Prehistoric', 'Science Fiction']","['Area Movement', 'Auction/Bidding', 'Variable Player Powers', 'Victory Points as a Resource']",2239,6.93388,1775,2375,60,146,541,426,138,2.3623
Crown of Emara,2018,1,4,45,75,12,"['Economic', 'Medieval']","['Action Queue', 'Contracts', 'Events', 'Hand Management', 'Highest-Lowest Scoring', 'Modular Board', 'Rondel', 'Solo / Solitaire Game', 'Worker Placement']",3566,7.41054,792,5504,139,253,1119,698,159,3.0503
Fireteam Zero,2015,1,4,90,90,14,"['Adventure', 'Fantasy', 'Fighting', 'Horror', 'Miniatures', 'World War II']","['Cooperative Game', 'Deck Construction', 'Dice Rolling', 'Storytelling', 'Variable Player Powers']",1529,7.50198,1616,3088,81,144,837,370,56,2.75
The U.S. Civil War,2015,2,2,150,360,0,"['American Civil War', 'Civil War', 'Post-Napoleonic', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Movement Points', 'Scenario / Mission / Campaign Game', 'Simulation']",779,8.31269,1933,2815,47,124,598,363,75,3.8667
Meuterer,2000,3,4,60,60,12,"['Card Game', 'Fighting', 'Nautical', 'Pirates']","['Hand Management', 'Modular Board', 'Open Drafting', 'Point to Point Movement']",3309,6.87436,1492,5717,207,120,533,1087,354,2.3136
Junk Art,2016,2,6,30,30,8,"['Action / Dexterity', 'Party Game']","['Bingo', 'Hand Management', 'I Cut, You Choose', 'Score-and-Reset Game', 'Stacking and Balancing']",7148,7.37557,503,10734,182,509,2978,1180,95,1.2211
Hanabi,2010,2,5,25,25,8,"['Card Game', 'Deduction', 'Memory']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Memory', 'Set Collection']",46559,7.04839,499,77849,1439,293,4051,7734,1667,1.6911
"Unmatched: Battle of Legends, Volume One",2019,2,4,20,40,9,"['Card Game', 'Fantasy', 'Fighting', 'Mythology', 'Novel-based']","['Action Points', 'Card Play Conflict Resolution', 'Hand Management', 'Line of Sight', 'Point to Point Movement', 'Team-Based Game', 'Variable Player Powers']",7922,7.76528,245,15143,166,318,2686,1038,150,1.9267
Ricochet Robots,1999,1,99,30,30,10,"['Abstract Strategy', 'Maze', 'Puzzle', 'Real-time']","['Grid Movement', 'Modular Board', 'Real-Time', 'Square Grid', 'Turn Order: Stat-Based', 'Variable Set-up']",8929,7.02369,809,9457,143,226,1301,2040,527,2.3852
5-Minute Dungeon,2017,2,5,5,30,8,"['Card Game', 'Fantasy', 'Fighting', 'Print & Play', 'Real-time']","['Cooperative Game', 'Elapsed Real Time Ending', 'Hand Management', 'Move Through Deck', 'Real-Time', 'Variable Player Powers']",9293,6.94194,982,17620,309,162,1955,1799,231,1.1039
Risk Legacy,2011,3,5,60,60,13,"['Science Fiction', 'Wargame']","['Area Movement', 'Dice Rolling', 'Legacy Game', 'Open Drafting', 'Player Elimination', 'Variable Player Powers']",8334,7.37184,481,15068,229,296,2679,1800,291,2.5945
Tak,2017,2,2,20,60,12,['Abstract Strategy'],"['Grid Movement', 'Network and Route Building', 'Square Grid']",2718,7.6008,946,5371,82,239,1735,719,72,2.4583
Hansa,2004,2,4,60,60,10,"['Economic', 'Medieval', 'Nautical', 'Transportation']","['Action Points', 'Area Majority / Influence', 'Income', 'Pick-up and Deliver', 'Point to Point Movement', 'Set Collection', 'Variable Set-up']",5139,6.88185,1192,6003,330,124,638,1774,629,2.337
Forge War,2015,1,4,60,180,12,"['Adventure', 'Economic', 'Fantasy', 'Industry / Manufacturing', 'Medieval']","['Grid Movement', 'Hexagon Grid', 'Modular Board', 'Role Playing', 'Variable Phase Order', 'Worker Placement']",1610,7.17909,1819,2894,216,116,804,507,118,3.7542
Altiplano,2017,2,5,60,120,12,['Economic'],"['Action Points', 'Contracts', 'Deck, Bag, and Pool Building', 'Modular Board', 'Open Drafting', 'Tile Placement', 'Turn Order: Progressive', 'Variable Player Powers', 'Variable Set-up']",8775,7.48034,367,11773,267,404,2201,1474,297,3.2997
Aeon's End: War Eternal,2017,1,4,60,60,14,"['Card Game', 'Fantasy', 'Science Fiction']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting', 'Variable Phase Order', 'Variable Player Powers']",5341,8.29308,115,11920,183,224,1318,926,134,2.9179
Capital Lux,2016,2,4,30,30,10,"['Bluffing', 'Card Game', 'Science Fiction']","['Area Majority / Influence', 'Closed Drafting', 'Hand Management']",2137,7.00394,1714,2902,104,110,573,485,60,1.9667
Kraftwagen,2015,2,4,75,75,10,"['Economic', 'Industry / Manufacturing']","['Rondel', 'Set Collection', 'Turn Order: Time Track', 'Worker Placement']",2553,7.23065,1213,3904,217,131,564,644,116,2.8276
1960: The Making of the President,2007,2,2,90,120,12,['Political'],"['Action/Event', 'Area Majority / Influence', 'Campaign / Battle Card Driven', 'Hand Management', 'Simulation']",9211,7.62209,259,11184,325,609,2566,2905,997,3.2026
Barony,2015,2,4,45,45,14,"['Abstract Strategy', 'Medieval', 'Territory Building']","['Area Majority / Influence', 'Area Movement', 'Modular Board']",2718,7.07676,1422,3750,125,159,922,535,116,2.2672
Tsuro,2005,2,8,15,20,8,"['Abstract Strategy', 'Fantasy']","['Hand Management', 'Network and Route Building', 'Player Elimination', 'Tile Placement']",27343,6.66438,1104,40501,696,386,4045,5383,1354,1.2245
Time's Up! Title Recall!,2008,4,18,60,60,12,"['Humor', 'Movies / TV / Radio theme', 'Party Game']","['Acting', 'Communication Limits', 'Memory', 'Team-Based Game']",3533,7.69473,542,5156,124,135,1091,785,91,1.1868
The Princes of Florence,2000,2,5,75,100,12,"['City Building', 'Renaissance']","['Auction/Bidding', 'End Game Bonuses', 'Grid Coverage', 'Tile Placement', 'Victory Points as a Resource']",15262,7.51277,241,16851,559,548,2418,3999,1591,3.2432
Next Station: London,2022,1,4,25,30,8,"['City Building', 'Trains']","['Connections', 'Line Drawing', 'Network and Route Building', 'Paper-and-Pencil']",2793,7.4667,929,4532,15,142,1013,396,68,1.4559
Age of War,2014,2,6,15,30,14,"['Dice', 'Medieval']","['Dice Rolling', 'Push Your Luck', 'Re-rolling and Locking', 'Set Collection', 'Take That']",7751,6.45231,1901,11723,225,134,886,1748,278,1.1151
Fairy Tale,2004,2,5,30,30,10,"['Card Game', 'Fantasy']","['Closed Drafting', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection']",8856,6.70878,1209,12684,528,224,1415,2780,656,1.7668
Exit: The Game – The Sunken Treasure,2017,1,4,45,90,10,['Deduction'],['Cooperative Game'],3297,7.05488,1252,6203,92,54,353,579,56,1.8571
Codenames: Duet,2017,2,2,15,30,11,"['Card Game', 'Deduction', 'Spies/Secret Agents', 'Word Game']","['Communication Limits', 'Cooperative Game', 'Push Your Luck']",21472,7.45802,225,43438,506,236,3013,3138,401,1.3591
Tiny Epic Kingdoms,2014,2,5,30,45,13,"['Bluffing', 'Civilization', 'Fantasy', 'Fighting', 'Medieval', 'Print & Play']","['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Follow', ""Prisoner's Dilemma"", 'Take That', 'Variable Phase Order', 'Variable Player Powers', 'Worker Placement']",7640,6.55737,1604,18083,654,109,1144,1964,296,2.0912
Automobile,2009,3,5,120,120,12,"['Economic', 'Industry / Manufacturing']","['Commodity Speculation', 'Variable Player Powers']",5699,7.32862,607,5353,167,337,1313,1526,507,3.5266
Imhotep: The Duel,2018,2,2,30,30,10,['Ancient'],"['Area Majority / Influence', 'Modular Board', 'Set Collection', 'Worker Placement']",2782,7.09264,1342,5949,118,105,846,509,57,1.9649
Chess,1475,2,2,0,0,6,['Abstract Strategy'],"['Grid Movement', 'Once-Per-Game Abilities', 'Pattern Movement', 'Square Grid', 'Static Capture', 'Sudden Death Ending']",34958,7.19293,445,50460,207,38,397,7466,2699,3.661
Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set,2015,1,4,120,120,13,"['Adventure', 'Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Move Through Deck', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Variable Player Powers']",1167,7.45995,1987,3607,131,63,285,290,43,3.0465
Catan: Starfarers,2019,3,4,120,120,14,"['Exploration', 'Negotiation', 'Science Fiction', 'Space Exploration']","['Hexagon Grid', 'Modular Board', 'Trading', 'Variable Set-up']",1250,7.5951,1748,3594,38,115,919,291,37,2.4865
Legend of the Five Rings: The Card Game,2017,2,2,45,90,14,"['Card Game', 'Collectible Components', 'Fantasy']","['Action Points', 'Deck Construction', 'Hand Management', 'Secret Unit Deployment', 'Simultaneous Action Selection', 'Variable Player Powers']",2730,7.3604,1188,6552,276,59,705,623,123,4.0163
Blood Bowl (Third Edition),1994,2,2,180,180,12,"['Fantasy', 'Fighting', 'Miniatures', 'Sports']","['Dice Rolling', 'Grid Movement', 'Variable Player Powers']",5555,7.55001,492,6715,115,128,551,1213,377,2.9841
Galaxy Defenders,2014,1,5,120,120,12,"['Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Solo / Solitaire Game', 'Variable Player Powers']",1745,7.44513,1475,3562,147,183,1235,555,128,3.2188
Container: 10th Anniversary Jumbo Edition!,2018,3,5,75,90,13,"['Economic', 'Industry / Manufacturing', 'Nautical', 'Transportation']","['Auction/Bidding', 'Closed Economy Auction', 'Commodity Speculation', 'Loans', 'Pick-up and Deliver', 'Set Collection']",1921,7.67552,1028,2916,49,445,1329,490,49,2.9796
Star Wars: Imperial Assault,2014,1,5,60,120,14,"['Adventure', 'Exploration', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Line of Sight', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Square Grid', 'Team-Based Game', 'Variable Player Powers']",23975,7.96976,66,41067,707,807,7097,3656,904,3.302
Near and Far,2017,2,4,90,120,13,"['Adventure', 'Exploration']","['Dice Rolling', 'Narrative Choice / Paragraph', 'Network and Route Building', 'Open Drafting', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Storytelling', 'Variable Player Powers', 'Worker Placement']",9955,7.697,208,20774,424,760,6136,1966,195,2.8872
The 7th Continent,2017,1,4,5,1000,14,"['Adventure', 'Card Game', 'Exploration', 'Science Fiction']","['Area Movement', 'Cooperative Game', 'Hand Management', 'Map Addition', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']",21559,7.86379,92,36841,893,1086,11044,4471,602,2.902
Eminent Domain,2011,2,4,45,45,10,"['Card Game', 'Civilization', 'Science Fiction', 'Space Exploration']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Follow', 'Hand Management', 'Income', 'Layering', 'Market', 'Open Drafting', 'Tags', 'Variable Phase Order']",10348,6.98995,767,13539,688,294,1988,2550,544,2.5055
Twice as Clever!,2019,1,4,30,30,10,"['Dice', 'Number']","['Dice Rolling', 'Paper-and-Pencil', 'Re-rolling and Locking', 'Solo / Solitaire Game']",8319,7.45604,387,15034,127,161,1051,1212,160,2.3062
Cthulhu: Death May Die,2019,1,5,90,120,14,"['Fantasy', 'Fighting', 'Horror', 'Miniatures', 'Novel-based']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers']",10396,8.17304,72,18220,70,638,5281,1683,305,2.4459
Expeditions,2023,1,5,60,90,14,['Exploration'],"['Action Retrieval', 'Deck, Bag, and Pool Building', 'Grid Movement', 'Hand Management', 'Melding and Splaying', 'Modular Board', 'Multi-Use Cards', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource', 'Worker Placement', 'Worker Placement, Different Worker Types']",1697,7.90822,1095,3932,23,327,3194,381,91,3.044
Forbidden Island,2010,2,4,30,30,10,"['Adventure', 'Fantasy']","['Action Points', 'Cooperative Game', 'Grid Movement', 'Hand Management', 'Map Reduction', 'Modular Board', 'Set Collection', 'Solo / Solitaire Game', 'Variable Player Powers']",49149,6.76647,889,87849,2241,251,4568,9246,2163,1.7383
Star Realms,2014,2,2,20,20,12,"['Card Game', 'Fighting', 'Science Fiction']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Income', 'Open Drafting', 'Tags', 'Take That', 'Variable Set-up']",43247,7.56417,142,63627,847,299,4357,6817,1392,1.9267
Paranormal Detectives,2019,2,6,30,50,12,"['Deduction', 'Horror', 'Murder/Mystery', 'Party Game']","['Acting', 'Hand Management', 'Line Drawing', 'Pattern Recognition', 'Questions and Answers', 'Variable Player Powers']",2247,7.0164,1726,4664,82,81,1058,365,40,1.675
Space Empires 4X,2011,1,4,60,240,14,"['Bluffing', 'Civilization', 'Science Fiction', 'Space Exploration', 'Wargame']","['Auction/Bidding', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Income', 'Movement Points', 'Paper-and-Pencil', 'Secret Unit Deployment', 'Simulation', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks']",3762,7.69431,573,7476,180,481,2297,1189,310,3.3871
NMBR 9,2017,1,4,20,20,8,"['Abstract Strategy', 'Number', 'Puzzle']","['Bingo', 'Layering', 'Pattern Building', 'Simultaneous Action Selection', 'Tile Placement']",7337,6.86681,1062,9845,216,163,1211,1273,127,1.2205
51st State: Master Set,2016,1,4,60,90,14,"['Card Game', 'City Building', 'Economic', 'Science Fiction']","['Hand Management', 'Open Drafting', 'Variable Phase Order', 'Variable Player Powers', 'Worker Placement']",6624,7.60982,365,9211,222,334,2195,1258,230,2.8957
Fury of Dracula (Third/Fourth Edition),2015,2,5,120,180,14,"['Adventure', 'Deduction', 'Fighting', 'Horror', 'Novel-based']","['Card Play Conflict Resolution', 'Hand Management', 'Hidden Movement', 'Point to Point Movement', 'Resource to Move', 'Rock-Paper-Scissors', 'Secret Unit Deployment', 'Team-Based Game', 'Variable Player Powers']",14095,7.44092,304,24491,481,659,5271,2470,343,3.277
Frostpunk: The Board Game,2022,1,4,120,150,16,"['City Building', 'Economic', 'Exploration', 'Video Game Theme']","['Cooperative Game', 'Cube Tower', 'Events', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers', 'Worker Placement, Different Worker Types']",2221,8.32455,606,6768,70,182,2213,650,239,4.2803
Falling Sky: The Gallic Revolt Against Caesar,2016,1,4,180,360,14,"['Ancient', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Events', 'Movement Points', 'Simulation', 'Solo / Solitaire Game', 'Variable Phase Order', 'Variable Player Powers']",1754,7.84725,1040,4482,87,253,1239,535,122,3.9836
Citrus,2013,2,5,60,60,10,"['Economic', 'Farming', 'Territory Building']","['Enclosure', 'Open Drafting', 'Pattern Building', 'Tile Placement']",1612,7.10311,1890,2180,65,157,549,468,63,2.5079
Undaunted: Normandy,2019,2,2,45,60,14,"['Wargame', 'World War II']","['Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Open Drafting', 'Simulation']",10306,7.815,163,20253,270,599,4148,1591,264,2.2538
Hannibal & Hamilcar,2018,2,2,40,200,12,"['Ancient', 'Political', 'Wargame']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Card Play Conflict Resolution', 'Dice Rolling', 'Events', 'Point to Point Movement', 'Simulation']",1631,8.31085,844,4486,79,175,1071,497,91,3.9121
Stick 'Em,1993,3,8,30,60,10,['Card Game'],"['Hand Management', 'Trick-taking']",3558,7.04547,1184,5204,107,173,641,1145,254,1.9094
Andean Abyss,2012,1,4,360,360,12,"['Modern Warfare', 'Political', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Solo / Solitaire Game', 'Variable Phase Order', 'Variable Player Powers']",1916,7.61224,1153,3605,66,293,935,655,203,3.7833
Mint Works,2017,1,4,10,20,13,"['Card Game', 'Industry / Manufacturing']","['Open Drafting', 'Ownership', 'Turn Order: Claim Action', 'Worker Placement']",6427,6.93224,1044,13418,324,139,1230,1485,161,1.7205
The Big Book of Madness,2015,2,5,60,90,12,"['Card Game', 'Fantasy']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Hand Management', 'Player Elimination', 'Variable Player Powers']",6676,6.9066,1080,11582,399,171,1723,1331,177,2.6893
Marvel Dice Masters: Avengers vs. X-Men,2014,2,2,60,60,14,"['Collectible Components', 'Comic Book / Strip', 'Dice', 'Fighting']","['Deck, Bag, and Pool Building', 'Dice Rolling', 'Variable Player Powers']",5677,7.10295,899,9811,534,138,697,1126,248,2.2984
Llamaland,2021,2,4,45,45,10,"['Animals', 'Farming', 'Territory Building']","['Contracts', 'End Game Bonuses', 'Income', 'Layering', 'Map Addition', 'Open Drafting', 'Set Collection', 'Tags', 'Tile Placement', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource', 'Worker Placement']",1801,7.33631,1476,3496,51,148,848,268,40,1.975
Flamecraft,2022,1,5,60,60,10,"['Animals', 'Card Game', 'City Building', 'Fantasy']","['Contracts', 'End Game Bonuses', 'Hand Management', 'Modular Board', 'Set Collection', 'Worker Placement']",9498,7.49053,390,20211,162,511,4872,1633,287,2.1916
Catacombs,2010,2,5,30,60,12,"['Action / Dexterity', 'Adventure', 'Fantasy', 'Fighting']","['Flicking', 'Player Elimination', 'Role Playing', 'Team-Based Game', 'Variable Player Powers']",2954,7.06138,1348,3472,186,300,1373,993,207,1.9565
Flick 'em Up!,2015,2,10,30,45,7,"['Action / Dexterity', 'American West', 'Fighting']","['Flicking', 'Pick-up and Deliver', 'Team-Based Game']",8920,6.86542,994,15984,554,411,2637,1773,198,1.3333
War of the Ring: The Card Game,2022,2,4,90,120,12,"['Card Game', 'Novel-based']","['Campaign / Battle Card Driven', 'Card Play Conflict Resolution', 'Hand Management', 'Team-Based Game']",1946,7.85639,996,5242,51,269,2192,400,80,2.8625
