Name,Year,min_players,max_players,min_playtime,max_playtime,min_age,category,mechanic,userrated,avg_rate,rank,owned,trading,wanting,wishing,num_comments,num_weights,avg_weight,Description
Viceroy,2014,1,4,45,60,13,"['Bluffing', 'Card Game', 'City Building', 'Civilization', 'Fantasy', 'Negotiation']","['Auction: Sealed Bid', 'Hand Management', 'Memory', 'Open Drafting', 'Set Collection', 'Tile Placement']",5551,6.79448,1302,9709,688,86,638,1381,228,2.6404,viceroy board game bid resourc manag set fantasi univers famous russian ccg berserk player struggl control world laar recruit varieti alli enact various law card allow player develop state militari magic might increas author get precious gem need continu expand nation game progress player build power pyramid use charact law card card effect depend level pyramid card play effect may give resourc card victori point player power point end game becom ruler entir laar winner
Automobiles,2016,2,5,45,75,10,"['Racing', 'Sports', 'Transportation']","['Deck, Bag, and Pool Building', 'Hand Management', 'Race']",3344,7.21722,1019,3002,82,283,989,745,76,2.2105,driver start engin cross finish line first chanc find automobil deckâ€ ‘ build game fun cube — instead use card build deck build collect cube cube allow race car around track also allow improv handl optim pit crew boost speed key victori goal game cross finish line first accomplish custom race car surround best crew race car crew repres collect cube garner various option avail start small set cube player build collect play game use cube enhanc perform train pit crew ensur race car run effect possibl first cross finish line watch checker flag wave design david short automobil third titl aeg destin fun seri continu travel acclaim train plane board game onlin play yucata turnbas boardgamearena realtim turnbas
Mottainai,2015,2,5,15,30,13,"['Card Game', 'Print & Play']","['Follow', 'Hand Management', 'Multi-Use Cards', 'Set Collection', 'Team-Based Game', 'Variable Phase Order']",4156,7.02997,1124,7663,330,200,1212,1232,175,3.1429,mottainai pronounc mottainai like english word motetienigh mean dont wast everi littl thing soul game mottainai successor glori rome line use card mani purpos player acolyt templ perform task collect materi sell complet work visitor everi card three thing choos task allow perform action keep mind player get follow task next turn clever plan combin work special abil key manag materi sell mottainai quick deep game experi
Forbidden Stars,2015,2,4,120,180,14,"['Bluffing', 'Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Order Counters', 'Variable Player Powers']",8933,7.9752,128,13175,239,739,3791,1686,441,3.8345,shift warp storm surround long lost herakon cluster final abat leav ancient treasur planet within sector open rest galaxi great faction galaxi mobil fleet race establish foothold reward success domin surpass concern price conquer sector paid live forbidden star challeng three player take command mighti fight forc ultramarin chapter space marin eldar craftworld iyanden evil sunz ork clan world eater warband chao space marin faction offer uniqu armi play style goal remain — claim key object select faction object token scatter throughout herakon cluster oppon sure defend object need build massiv armi command unend war best enemi claim object fight herakon cluster brutal bloodi either stride triumphant bodi fallen foe — round forbidden star divid three phase plan phase player take turn place order token face separ tile system make game board four type order token player place correspond four type action player resolv second phase play oper phase player reveal token domin drain friend planet import resourc strateg purchas card upgrad order combat abil deploy build citi factori bastion new mobil unit advanc move unit attack enemi last phase round refresh phase player profit planet control reveal event card move impass warp storm heal unit wound battl game threephas structur strategi forbidden star balanc shortterm bluf longterm tactic militari action game setup also pose strateg opportun player start game take turn assembl section herakon cluster place individu system tile along start forc enemi object must defend intent construct along uniqu domin abil game four faction mean player must work best util forc strength exploit weak oppon
Altar Quest,2020,1,4,30,90,14,"['Adventure', 'Card Game', 'Dice', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board', 'Variable Player Powers']",1191,7.7112,1786,2759,87,139,984,398,85,3.3765,altar quest player choos play hero card equip player choos quest deck undertak threat deck serv main enemi forc sinist villain deck deck fix requir assembl mix match creat wide varieti combin addit enemi chosen threat deck danger lurker alway present everi quest lurker repres deck various type enemi add varieti enemi hero must defeat game hero attempt complet quest draw attent almighti villain unstabl magic altar constant affect game altar dice tie mystic power known rhune enhanc card differ way time altar die use either hero enemi die roll creat everchang mix rhune draw upon inspir modular deck system introduc street master brook citi altar quest epic fantasi adventur game provid deep game experi whether oneoff game engross campaign descript publish
Fantastic Factories,2019,1,5,45,60,14,"['Card Game', 'Dice', 'Industry / Manufacturing']","['Dice Rolling', 'Hand Management', 'Multi-Use Cards', 'Open Drafting', 'Push Your Luck', 'Re-rolling and Locking', 'Set Collection', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Tags', 'Worker Placement with Dice Workers']",5836,7.46623,505,11009,194,323,2185,1267,145,2.2207,manufactur arm race compet player tri build effici set factori shortest time must care manag blueprint train worker manufactur mani good possibl order achiev industri domin fantast factori race manufactur good build prestigi build element dice roll worker placement engin build resourc manag tableau build simultan play card draft round split two phase market phase work phase market phase choos either acquir new blueprint free pay hire contractor blueprint use construct new factori work phase contractor use reinforc strategi provid resourc allow roll addit dice need mind card avail marketplac strategi oppon may pursu work phase player simultan roll dice use dice worker run factori factori start blueprint need construct construct factori use turn worker placement happen order figur correct sequenc enabl power chain action addit build train facil allow manipul dice valu worker work phase like solv uniqu worker placement puzzl order optim output resourc good player manufactur 12 good construct 10 build game end trigger one addit final round play player point win combin build prestig manufactur good 30 uniqu blueprint countless synergi across build game uniqu fantast factori offer lot replay valu satisfact player discov new factori engin game —descript publish larg collect solo puzzl also creat fantast factori along offici tool creat puzzl collect found bgg playbyforum area
Revolution!,2009,3,4,60,60,13,"['Bluffing', 'Deduction', 'Political']","['Area Majority / Influence', 'Auction/Bidding', 'Auction: Multiple Lot', 'Simultaneous Action Selection']",4319,6.72418,1605,5224,190,169,836,1117,249,2.0402,blackmail printer threaten innkeep bribe priest welcom revolut secret bid oppon gain victori point control territori worth victori point end game collect gold blackmail forc token next round bid tri control tavern fortress harbor plantat know push point – back away let oppon fight – key victori whoever victori point end game win game bluff counterbluff surpris bid token differ shape color easi identif color cardstock shield keep bid privat also provid handi rule refer auction brightlycolor wooden block allow player see glanc control colonialthem territori revolut three four player rule taught minut complet game take less hour new game let player find new strategi tactic get readi revolut
Dealt!,2018,3,5,30,30,10,['Card Game'],"['Hand Management', 'Ladder Climbing', 'Single Loser Game', 'Trick-taking']",1596,7.07041,1927,2931,63,69,339,323,36,1.4167,dealt first releas krass kariert checker combo dont necessarili win go first least dont lose game start player receiv three life token two reserv card random place face front receiv hand card order chang start player round lead play combin three card card must next one anoth player hand player lay singl card pair tripl run two three consecut card player turn must beat combin pair beaten higher pair tripl play instead pick one reserv card place choos within hand reserv card must discard life token player play pass whoever play highest combin win round begin next round player must discard life token none player lose game everyon els win
Mr. Jack,2006,2,2,30,30,9,"['Deduction', 'Murder/Mystery']","['Grid Movement', 'Hexagon Grid', 'Open Drafting', 'Variable Player Powers']",17612,6.97997,669,22830,665,396,3122,3678,1159,2.1734,mr jack one two player repres jack ripper one eight charact board player know charact mr jack goal flee district soon possibl avoid accus eight turn player repres independ investig repres board tri guess ident jack — make one accus game turn player move charact use special power place either shadow light end turn wit declar whether jack visibl — light adjac anoth charact — alon shadow allow investig know charact innoc turn progress investig tri elimin suspect jack tri escap intuit logic cold blood necessari two particip
Eat Poop You Cat,0,3,99,20,20,0,"['Humor', 'Party Game']",['Paper-and-Pencil'],1681,7.46654,1371,838,4,21,227,525,118,1.1102,player start piec paper pencil top paper player write sentenc pass paper left next player draw sentenc la pictionari fold paper draw visibl pass left next player look draw write sentenc think draw repres continu player origin paper back end player unfold paper much hilar ensu walrus kookoocachoo becom hitler danc night away disco game continu everyon run paper everyon ad someth paper alway end sentenc eat poop cat comport bgg guidelin constitut game kept databas popular demand administr fiat eg telestr mutabo took inspir activ
Age of Civilization,2019,1,4,30,60,10,"['Ancient', 'Civilization']","['Action Points', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Variable Player Powers']",2329,7.05949,1624,5000,141,54,430,592,76,2.2895,age civil must lead peopl glorious futur analyz characterist everi era face make best choic kingdom develop becom sever famous civil fascin histori go rise fall empir uniqu civil final aris age civil pockets civil game throughout one game player lead three histor civil form uniqu combin abil player build wonder research technolog develop cultur conquer glori even exploit peopl player wise manag worker wealth achiev greatest civil gameplay overview game play 6 round 1st round player pick one civil card market gain number worker token accord popul valu indic civil card player may assign worker action slot public region usual 56 action player choos action chang round assign worker player carri action effect earn coin pay coin technolog wonder victori point etc end player turn worker may return player disappear accord kind action work subsequ round player may pick anoth civil card replac previous one case reset number worker popul valu indic new civil card lose main abil previous civil legaci abil civil last forev game player pick three civil card total decid rais new civil civil combin pick big strateg decis player 6th round end player victori point winner —descript design
Dungeons & Dragons: Wrath of Ashardalon Board Game,2011,1,5,60,60,12,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing', 'Solo / Solitaire Game', 'Variable Player Powers']",6523,7.09995,970,13729,342,328,1857,1430,310,2.6065,wizard coast websit cooper game adventur 15 player set world dungeon dragon heavi shadow fall across land cast dark spire belch smoke ooz fieri lava cave mouth lead maze tunnel chamber deep within monsterinfest labyrinth lurk terrifi creatur red dragon design 15 player boardgam featur multipl scenario challeng quest cooper game play player select hero rogu thief warrior cleric wizard turn player explor dungeon turn new tile move alreadi explor part dungeon fight monster new dungeon tile reveal typic encount sort new monster fight ad slain monster reward player treasur experi point allow level increas skill play player must cooper stay aliv slay monster achiev goal quest scenario differ goal retriev relic slay vampir lord
On the Underground,2006,2,5,60,60,7,"['Trains', 'Transportation']",['Network and Route Building'],2510,6.90327,1687,2105,71,159,592,907,322,2.441,aim game rulebook goal game build success underground line gain point gain point connect line various destin board passeng use line travel station station player best balanc demand time deck destin exhaust declar winner gameplay overview underground player repres compani build underground line london player control 24 differ line base number player turn player build four piec track map color track piec must extend color altern player may decid use two branch token acquir extend line terminus station skip build turn branch line track build part activ player score four differ way connect line station nation rail symbol 1p connect line terminus station 2p branch token connect two connect token type 3p build circular line 1p station insid line turn passeng move one two four face destin card first one express destin regular destin card face either type passeng move passeng alway use shortest rout current posit avoid walk line chang passeng score one point line use get destin enough destin card turn face deck passeng marker remov game player get equal turn passeng marker remov point award passeng movement player build track player highest amount point win
Horizons of Spirit Island,2022,1,3,90,120,14,"['Age of Reason', 'Environmental', 'Fantasy', 'Fighting', 'Mythology', 'Renaissance', 'Territory Building']","['Action Retrieval', 'Area Majority / Influence', 'Automatic Resource Growth', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Events', 'Hand Management', 'Modular Board', 'Set Collection', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']",1168,8.36173,1115,5018,79,145,1186,328,64,3.5312,horizon spirit island featur core mechan spirit island featur new doublesid game board streamlin setup punchboard compon five new spirit design ideal play spirit island game first time new spirit compat exist spirit island compon play expans like jag earth would need copi spirit island
Animal Upon Animal,2005,2,4,15,15,4,"['Action / Dexterity', 'Animals', ""Children's Game""]","['Dice Rolling', 'Stacking and Balancing']",8280,6.78937,1133,13105,175,195,1074,2414,398,1.0402,anim want show good make tall pyramid must skill care posit penguin top crocodil sheep top penguin serpent sheep hedgehog want stand top pyramid height make dizzi tier auf tier aka anim upon anim pyramid danimaux dier op dier simpl stack game list age 499 29 cute wooden anim turn player roll die either place one two anim stack anim pass one anim anoth player place place anim tabl extend base player build upon cours piec fall whilst build get two back first player use anim win game intend children equal popular adult
Time's Up! Edición Azul,2006,4,12,45,45,12,"['Humor', 'Movies / TV / Radio theme', 'Party Game']","['Acting', 'Communication Limits', 'Memory', 'Team-Based Game']",1304,7.3608,1796,2111,15,10,84,181,57,1.2281,time blue charadesbas parti game team two player best team two game begin player look sever card featur famous histor fiction charact choos player card shuffl form deck deck use game three round round team member take turn tri get teammat guess mani name possibl 30 second round 1 almost kind clue allow cluegiv pass card round 2 one word use clue unlimit sound gestur permit cluegiv pass card like teammat give singl answer round 3 cluegiv use word pass often like teammat allow singl guess give good physic clue round 1 theyll pay dividend road need keep mouth shut gestur like maniac time
Under Falling Skies,2020,1,1,20,40,12,"['Dice', 'Science Fiction']","['Dice Rolling', 'Modular Board', 'Once-Per-Game Abilities', 'Re-rolling and Locking', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Square Grid', 'Sudden Death Ending', 'Variable Set-up', 'Worker Placement', 'Worker Placement with Dice Workers']",9821,7.70571,213,22009,381,366,3332,1582,233,2.3948,alien arriv conquer earth enemi ship fill sky human retreat underground bunker locat citi across globe stand common threat fight invad citi citi build team around globe save planet defeat alien gameplay fall sky solo game multimiss campaign mission take charg defend besieg citi action power innov dice placement mechan choos action also choos enemi ship descend bigger number give better effect also caus ship descend faster expand underground base gain access power action allow shoot enemi ship deploy robot increas workforc dont forget work research watch energi suppli mothership draw closer everi round ratchet tension complet mission base destroy offici rule httpsczechgamescomfilesrulesunderfallingskiesrulesenpdf fall sky base print play game 2019 9card nanogam pp design contest built intrigu mechan come fullscal campaign provid even content hour intens fun
Beyond Balderdash,1993,2,6,45,45,10,"['Bluffing', 'Party Game', 'Word Game']","['Paper-and-Pencil', 'Voting']",3213,6.81812,1678,5051,177,32,332,973,208,1.476,beyond balderdash expand second edit balderdash balderdash base bluf oppon guess fals definit obscur word beyond balderdash add sever new categori mix movi make plot date say happen peopl say person initi make stand real answer often even outrag bluff game offer plenti laugh uk version absolut balderdash differ variat differ question notabl uk absolut balderdash featur law categori complet law given card beyond balderdash lack categori featur place date categori given date must come histor signific canadian australian version absolut balderdash also featur date categori instead law absolut beyond merg game balderdash least 2003 1997 edit beyond balderdash still date categori vanilla version balderdash fivecategori edit law instead date balderdash singl categori word definit exist sinc least 2003 reimplement kokkelimonk jubileum reimplement balderdash
Thunderstone Quest,2018,2,4,60,90,14,"['Card Game', 'Fantasy']","['Deck, Bag, and Pool Building']",4219,7.78593,438,10942,254,287,2104,1057,92,2.837,thunderston return thunderston quest recruit hero arm parti visit dungeon — dungeon new peril seen prior thunderston releas allnew dungeon tile creat new challeng reward explor deeper deeper dungeon quest bring new dungeon well new side adventur thunderston fantasi deckbuild game player start basic deck card use purchas upgrad power card thunderston quest bring new play mode tabl game tell specif stori seri preset dungeon tile monster hero support card come seri miniadventur stori booklet tell player happen progress scenario player complet quest abl enjoy great replay valu avail select monster hero support card well new dungeon tile choos random setup start play asid hero wizard fighter rogu cleric card includ suppli hero need like weapon spell item light reach dungeon dungeon deck creat combin sever differ group monster togeth certain group monster may less suscept differ hero type player take account choos buy
Kitchen Rush,2017,1,4,30,45,12,['Real-time'],"['Action Timer', 'Cooperative Game', 'Real-Time', 'Simulation', 'Solo / Solitaire Game', 'Worker Placement']",3842,7.25676,926,6428,142,245,1578,669,81,2.1975,youv inherit old restaur must turn success busi hire personnel order right ingredi readi serv custom enter restaur success depend entir effici kitchen kitchen rush innov realtim cooper game simul excit highpressur kitchen environ worker placement use hourglass worker hourglass use take order custom prepar dish serv time buy groceri clean plate make sure enough money made round cover wage expens upgrad hope leav profit worker place action space may use elsewher sand within hourglass run make decis import time limit game 14 player play 4 round 4 minut fun excit rush bring tabl offer full cours gamer famili member alik
Mission: Red Planet (Second Edition),2015,2,6,45,90,14,['Science Fiction'],"['Action Retrieval', 'Area Majority / Influence', 'Area Movement', 'Hand Management', 'Simultaneous Action Selection', 'Take That', 'Turn Order: Role Order']",10991,7.41428,351,14374,251,560,3593,1798,262,2.2099,technolog rapid develop human popul grow victorianera earth dire need fuel land natur resourc fortun autom probe sent mar discov celerium ore combust produc ten thousand time power steam engin sylvanit densest substanc ever found incred probe found ice could use terraform planet bring idea colon mar even closer becom realiti head mine corpor miner ice found mar could make unfathom wealthi – reach competitor ten round send astronaut space occupi planet resourcerich zone harvest much celerium sylvanit ice possibl command team nine profession uniqu skill set help astronaut travers red planet blow spaceship launch round mission red planet player start secret deploy one charact card card determin place astronaut spaceship await launch mar special action take round spaceship specifi destin astronaut set foot region one know resourc theyll find player collect resourc worth point three time game secret mission card might grant addit point game end game player might acquir addit mission research card chang valu await mar 2015 edit mission red planet featur gameplay origin 2005 edit includ compon six player instead five special twoplay variant rule new action card revis mission discoveri card mar moon phobo new zone astronaut explor possibl return planet
Rivals for Catan,2010,2,2,45,120,10,"['Card Game', 'City Building', 'Medieval', 'Territory Building']","['Dice Rolling', 'Hand Management', 'Open Drafting']",7320,6.95596,1002,17330,458,112,945,1430,312,2.3141,rival catan reimplement catan card game rival catan releas german septemb 2010 15th anniversari origin card game english edit releas fourth quarter 2010 design game klaus teuber state complet rework mani origin card game mechan make easier newcom play game player portray princ catan develop individu provinc compet build success provinc basic mode play similar origin catan card game player expand provinc build settlement connect road player may also build expans settlement aid various way upgrad settlement citi allow expans built build addit use resourc accumul turn determin roll die card drawn turn replenish player hand player may also use action card direct affect either provinc oppon provinc rival catan featur reduc pool card without aggress style action card found origin catan card game therefor action card abl use begin game unlik origin card game way play introductori game focus basic card game featur gameplay appropri newcom game play 7 victori point includ 36 expans card four stack play style take beginn player 25 30 minut play three theme game add rule expans aggress card theme game may play individu combin play variant call duel princ theme game add 24 expans event card card introductori game place two stack separ card introductori game play theme game playtim around 45 60 minut origin catan card game player also play tournament game player choos specif card build deck ahead time draw game theme theme rival catan longer restrict feudal era middl age like origin catan card game introductori game portray earli year world catan theme game take place progress later era era known era gold era turmoil era progress belong catan seri
Betrayal at Baldur's Gate,2017,3,6,60,60,12,"['Adventure', 'Exploration', 'Fantasy', 'Miniatures']","['Dice Rolling', 'Map Addition', 'Modular Board', 'Role Playing', 'Storytelling', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']",3847,7.09404,1272,9434,172,126,1477,743,62,2.5645,descript publish shadow bhaal come baldur gate summon monster horror dark build explor icon citi dark alley dead catacomb must work fellow adventur surviv terror ahead horrif evil turn one — possibl — mind flayer psionic blast whisper derang ghost caus alli turn traitor choic keep enemi close base awardwin betray hous hill board game betray baldur gate youll return baldur gate thank fifti includ scenario discov never game twice parti surviv mad succumb mayhem split slaughter parti 50 scenario end pure cooper player win lose togeth normal mode becom onevsmani
Cosmic Encounter: 42nd Anniversary Edition,2018,3,5,60,120,14,"['Bluffing', 'Negotiation', 'Science Fiction', 'Space Exploration']","['Alliances', 'Card Play Conflict Resolution', 'Hand Management', 'Interrupts', 'Negotiation', ""Prisoner's Dilemma"", 'Race', 'Simultaneous Action Selection', 'Take That', 'Trading', 'Variable Player Powers']",969,8.25783,1516,2550,25,63,478,171,23,2.5652,cosmic encount 42nd anniversari edit welcom new player game infinit possibl fresh revis rulebook beauti illustr quickstart guid captur nostalgia origin game make easi anyon learn quickstart guid ’ comic book style throw reader back 1970s provid vital insight core rule game embrac fun cosmic conquest fill wacki alien outrag abil what beauti transluc ship piec shown spread coloni across galaxi never stylish newli discov speci join classic lineup alien cours play old favorit mite remora tri hand lead ruthless demon victori previous releas cosmic con speci exil origin galaxi unprincipl opportun seek cosmic vengeanc use power possess player ’ hand bolster strength sap other ’ win addit monstrous newcom cosmic encount 42nd anniversari edit offer new way custom game introduct cosmic combo card care assembl card offer list alien speci brief descript power creat theme matchup explor differ type game may find among big time clubber cellar dweller integr three four fiveplay game everi card spin new challeng new option custom two game ever —descript publish
War of the Ring: Second Edition,2011,2,4,150,180,13,"['Adventure', 'Fantasy', 'Fighting', 'Novel-based', 'Territory Building', 'Wargame']","['Action Drafting', 'Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Card Play Conflict Resolution', 'Dice Rolling', 'Events', 'Hand Management', 'Movement Points', 'Simulation', 'Team-Based Game', 'Variable Set-up']",19650,8.53199,9,32372,224,1351,10650,3430,1090,4.2037,war ring one player take control free peopl fp player control shadow armi sa initi free peopl nation reluct take arm sauron must attack sauron persuad gandalf companion start fight proper repres polit track show nation readi fight war ring game militari victori sauron conquer certain number free peopl citi stronghold vice versa true hope free peopl lie quest ringbear armi clash across middl earth fellowship ring tri get secret mount doom destroy one ring sauron awar real intent enemi look across middl earth precious ring fellowship go face numer danger repres rule hunt ring companion spur free peopl fight sauron free peopl player must balanc need protect ringbear harm attempt rais proper defens armi shadow overrun middl earth ringbear complet quest game turn revolv around roll action dice die correspond action player turn depend face roll die differ action possibl move armi charact recruit troop advanc polit track action dice also use draw play event card event card play repres specif event stori event could possibl happen portray normal gameplay event card also creat unexpect turn game allow special action alter cours battl
Space Alert,2008,1,5,30,30,12,"['Electronic', 'Real-time', 'Science Fiction', 'Space Exploration']","['Action Queue', 'Area Movement', 'Cooperative Game', 'Elapsed Real Time Ending', 'Hand Management', 'Real-Time', 'Simultaneous Action Selection', 'Solo / Solitaire Game']",15849,7.39947,300,22701,774,727,5370,3589,808,2.9691,space alert cooper team surviv game player becom crew member small spaceship scan danger sector galaxi mission last 10 realtim minut hyperspac jump sector scan hyperspac jump back task player protect ship play central comput announc presenc various threat one suppli 10 minut soundtrack also act game timer threat vari space battleship interceptor differ interstellar monster abomin asteroid even intrud malfunct spaceship player agre take care task coordin action move around ship fire weapon distribut energi use battlebot deal intrud launch guid missil etc real time defend ship wellwork team surviv 10 minut make jump back safeti game offer sever difficulti level huge variabl uniqu experi one five player team one mission last 30 minut includ setup evalu base descript czech game edit
Favor of the Pharaoh,2015,2,4,45,45,13,['Dice'],"['Deck, Bag, and Pool Building', 'Dice Rolling', 'Re-rolling and Locking']",2951,6.79428,1738,4094,177,140,718,705,77,2.0,ancient egypt even lowli peasant could seek audienc pharaoh favor pharaoh 2–4 player vie pharaoh favor work way egyptian societi gather influenc repres dice power gain entri next level societi player gain queen influenc final contest occur pharaoh favor favor pharaoh task player build dicerol engine—not mention ad manipul dice—in prepar final rolloff player gain pharaoh favor win game favor pharaoh includ one hundr tile twenti standard custom dice dozen bonus token level bar lock pyramid mani combin level bar tile two game ever set
Elder Sign,2011,1,8,90,90,13,"['Adventure', 'Card Game', 'Dice', 'Fantasy', 'Fighting', 'Horror', 'Novel-based']","['Cooperative Game', 'Dice Rolling', 'Die Icon Resolution', 'Modular Board', 'Re-rolling and Locking', 'Solo / Solitaire Game', 'Variable Player Powers']",24782,6.96942,673,40551,949,311,3337,4885,1137,2.3439,game descript publish 1926 museum extens collect exot curio occult artifact pose threat barrier world elder evil lurk dimens gate beyond begin leak open terrifi creatur increas strength steal anim mad suscept mind driven desper supernatur forc portal unleash hand investig race time locat eldritch symbol necessari seal portal forev stop ancient one beyond find way earth reduc human cinder elder sign fastpac cooper dice game supernatur intrigu one eight player richard launius kevin wilson design arkham horror player take role investig race time stave immin return ancient one arm tool alli occult knowledg investig must put saniti stamina test adventur locat elder sign eldritch symbol use seal away ancient one win game locat elder sign investig must success endur adventur within museum environ countdown mechan make ancient one appear investig quick enough investig must battl ancient one clever themat dice mechan pit explor monster sheer difficulti stay sane healthi within standard game durat one two hour
Battle Sheep,2010,2,4,15,15,7,"['Abstract Strategy', 'Animals']","['Enclosure', 'Grid Movement', 'Hexagon Grid', 'Modular Board']",4962,6.60988,1741,6195,153,119,738,1021,168,1.4702,battl sheep first releas split player start game construct board ident fourhex tile player place hisher tall stack disc one border hex player take turn remov number disc top one stack move new stack disc far away go straight line player must leav least one disc behind move board gradual fill movement opportun becom scarc player occupi space end game win
Alien Frontiers,2010,2,4,90,90,13,"['Dice', 'Science Fiction', 'Space Exploration']","['Area Majority / Influence', 'Dice Rolling', 'Open Drafting', 'Worker Placement with Dice Workers']",15059,7.36799,313,15419,487,767,3873,3713,854,2.5667,take deep space colonist alien frontier await brave dare new planet harsh skill manag resourc build fleet research alien life settl coloni world alien frontier game resourc manag planetari develop two four player game util orbit facil alien technolog build coloni dome strateg locat control newli discov world game board show planet moon station orbit around planet solar system ’ star dice given start game repres space ship fleet assign ship orbit facil order earn resourc expand fleet colon planet game progress place coloni token planet repres amount control territori territori exert influenc specif orbit facil control territori abl util sway advantag planet home alien race left behind wondrous artifact orbit use fleet explor artifact discov amaz alien technolog use advanc caus win game requir care consider assign fleet integr alien technolog territori influenc expans plan block oppon build coloni take conquer alien frontier roll place dice gain advantag oppon block use area board use alien tech card manipul dice roll territori bonus break rule steal resourc overtak territori whatev take get coloni map first dont dream itll easi though player tri thing
Tainted Grail: The Fall of Avalon,2019,1,4,60,120,14,"['Adventure', 'Exploration', 'Fantasy', 'Mature / Adult', 'Medieval', 'Miniatures', 'Mythology', 'Travel']","['Area Movement', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Map Addition', 'Modular Board', 'Narrative Choice / Paragraph', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']",11413,8.12844,90,22549,298,563,5875,2516,446,3.3386,taint grail fall avalon unforgett solo cooper adventur experi 14 player blend arthurian legend celtic mytholog uniqu vision allow impact game world deep meaning way deep branch storylin allow tackl problem differ way ensur two game play alik difficult decis harrow choic wait behind everi corner seem minor task may reverber major longterm consequ land slowli sink wyrd torn apart conï¬‚ict surviv day challeng starvat sick violent weather random incid conspir end journey guardian menhir ensur safe travel throughout realm slowli go dark turn simpl logist involv puzzl overcom challeng charact develop along sever conï¬‚ict line brutal empathi practic spiritu trait unlock rich choic mutual exclus skill lead diï¬€er deckbuild strategi make charact advanc meaning deep charact develop go test dozen combat noncombat encount sometim need brute forc way often diplomaci might better option regardless whether fight strength wit uniqu diceless encount system make resolv conï¬‚ict fun excit keep immers game avalon ’ legend wait behind everi stone everi tree locat rich stori secret discov place charact often much seem slowli put piec larger puzzl togeth land alway surpris wait around corner mani secret discov sever game creat one best polish fantasi author krzysztof piskorski stori taint grail fall avalon aim push boundari nonlinear narrat build upon rich experi —descript publish
Unmatched: Hell's Kitchen,2022,2,3,20,40,14,"['Card Game', 'Comic Book / Strip', 'Fantasy', 'Fighting', 'Movies / TV / Radio theme']","['Action Points', 'Card Play Conflict Resolution', 'Hand Management', 'Line of Sight', 'Point to Point Movement', 'Take That', 'Team-Based Game', 'Variable Player Powers']",690,8.29791,1994,2922,19,118,517,92,5,2.2,unmatch high asymmetr miniatur fight game two four player hero repres uniqu deck design evok style legend tactic movement noluck combat resolut creat uniqu play experi reward expertis youv master one set new hero arriv provid new matchup unmatch hell kitchen featur three charact marvel comic univers daredevil elektra bullsey
The Reckoners,2018,1,6,60,100,13,"['Dice', 'Novel-based', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Push Your Luck', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Variable Player Powers']",2000,7.6872,1069,3540,61,301,1440,464,53,2.7358,reckon game base young adult fantasi novel brandon sanderson allow player take role novel protagonist work togeth save world background 10 year ago mysteri burst sky gave ordinari men women extraordinari power theyr call epic everi epic turn evil today citi known chicago newcago allpow epic name steelheart reign suprem nobodi fight back nobodi reckon come member reckon skill group normal human assassin epic mission simpl easi take steelheart epic save citi gameplay reckon simultan cooper game 16 player play 75 minut win defeat steelheart defeat must first discov weak throughout game work fellow reckon research attack steelheart alon numer epic scatter throughout citi wreak havoc upon popul left uncheck epic manag destroy newcago reduc popul 0 reckon lose reckon determin action take primarili simultan dice roll mechan player keep rerol result three time pace equip card plan token also allow gain extra action improvemanipul result dice action resolv simultan well communic collabor plan key ensur optim outcom dice use attack epic research epic contain epic attack enforc earn money acquir plan token move around game board remov barricad activ special equip power research attack epic help earn valuabl reward includ clue steelheart weak alway epic choos battl wise action taken reckon epic turn round epic go activ perform array action power even devast next round epic also uniqu set action perform your alway face multipl threat function differ crux game decid resolv compet threat priorit action togeth elimin epic ultim win game act determin victori failur summari short reckon play like challeng evershift puzzl like cooper game care manag resourc build power action combo creat tactic plan teammat work togeth take bad guy brink defeat sure check reckon —descript publish
